uid,model,variant,temperature,modality,strict,rescued,schema_status,file
a79efa23,gemini-2.0-flash,1,0.0,TEXT,0,1,rescued,gemini/gemini-2.0-flash/a79efa23_v1_t0_0.json
8fc9d168,gemini-2.0-flash,2,0.0,TEXT,0,1,rescued,gemini/gemini-2.0-flash/8fc9d168_v2_t0_0.json
936aa3e5,gemini-2.0-flash,2,0.0,TEXT,0,1,rescued,gemini/gemini-2.0-flash/936aa3e5_v2_t0_0.json
9652a31e,gemini-2.0-flash,0,0.0,TEXT,0,0,fail,gemini/gemini-2.0-flash/9652a31e_v0_t0_0.json
25c9f684,gemini-2.0-flash,2,0.0,TEXT,0,0,fail,gemini/gemini-2.0-flash/25c9f684_v2_t0_0.json
ab599408,gemini-2.0-flash,0,0.5,GUI,0,0,fail,gemini/gemini-2.0-flash/ab599408_v0_t0_5.json
07080553,gemini-2.0-flash,2,0.5,TEXT,0,0,fail,gemini/gemini-2.0-flash/07080553_v2_t0_5.json
f6d74921,gemini-2.0-flash,1,0.5,TEXT,1,1,strict,gemini/gemini-2.0-flash/f6d74921_v1_t0_5.json
0c07452f,gemini-2.0-flash,0,0.0,TEXT,1,1,strict,gemini/gemini-2.0-flash/0c07452f_v0_t0_0.json
8cc4a9e1,gemini-2.0-flash,0,0.5,GUI,0,0,fail,gemini/gemini-2.0-flash/8cc4a9e1_v0_t0_5.json
ce0be4e8,gemini-2.0-flash,0,0.5,VISION,0,1,rescued,gemini/gemini-2.0-flash/ce0be4e8_v0_t0_5.json
7e365caf,gemini-2.0-flash,0,0.0,TEXT,0,0,fail,gemini/gemini-2.0-flash/7e365caf_v0_t0_0.json
b4ec494d,gemini-2.0-flash,1,0.5,TEXT,1,1,strict,gemini/gemini-2.0-flash/b4ec494d_v1_t0_5.json
8fc9d168,gemini-2.0-flash,1,0.5,TEXT,0,0,fail,gemini/gemini-2.0-flash/8fc9d168_v1_t0_5.json
936aa3e5,gemini-2.0-flash,1,0.5,TEXT,0,1,rescued,gemini/gemini-2.0-flash/936aa3e5_v1_t0_5.json
faa67d8f,gemini-2.0-flash,0,0.5,TEXT,0,0,fail,gemini/gemini-2.0-flash/faa67d8f_v0_t0_5.json
47817359,gemini-2.0-flash,1,0.0,GUI,0,1,rescued,gemini/gemini-2.0-flash/47817359_v1_t0_0.json
27910ee5,gemini-2.0-flash,0,0.0,TEXT,0,0,fail,gemini/gemini-2.0-flash/27910ee5_v0_t0_0.json
a79efa23,gemini-2.0-flash,2,0.5,TEXT,0,1,rescued,gemini/gemini-2.0-flash/a79efa23_v2_t0_5.json
1b64c419,gemini-2.0-flash,2,0.5,TEXT,0,0,fail,gemini/gemini-2.0-flash/1b64c419_v2_t0_5.json
0dd1e9ca,gemini-2.0-flash,0,0.0,GUI,0,0,fail,gemini/gemini-2.0-flash/0dd1e9ca_v0_t0_0.json
d21fc252,gemini-2.0-flash,1,0.0,VISION,0,0,fail,gemini/gemini-2.0-flash/d21fc252_v1_t0_0.json
9cebf902,gemini-2.0-flash,0,0.0,TEXT,0,0,fail,gemini/gemini-2.0-flash/9cebf902_v0_t0_0.json
dc35566b,gemini-2.0-flash,2,0.0,TEXT,0,0,fail,gemini/gemini-2.0-flash/dc35566b_v2_t0_0.json
85a846ff,gemini-2.0-flash,1,0.5,GUI,0,0,fail,gemini/gemini-2.0-flash/85a846ff_v1_t0_5.json
b4ec494d,gemini-2.0-flash,2,0.0,TEXT,0,1,rescued,gemini/gemini-2.0-flash/b4ec494d_v2_t0_0.json
f260aa25,gemini-2.0-flash,0,0.0,TEXT,0,1,rescued,gemini/gemini-2.0-flash/f260aa25_v0_t0_0.json
07080553,gemini-2.0-flash,1,0.0,TEXT,1,1,strict,gemini/gemini-2.0-flash/07080553_v1_t0_0.json
25c9f684,gemini-2.0-flash,1,0.5,TEXT,1,1,strict,gemini/gemini-2.0-flash/25c9f684_v1_t0_5.json
f6d74921,gemini-2.0-flash,2,0.0,TEXT,0,1,rescued,gemini/gemini-2.0-flash/f6d74921_v2_t0_0.json
9cebf902,gemini-2.0-flash,2,0.5,TEXT,0,1,rescued,gemini/gemini-2.0-flash/9cebf902_v2_t0_5.json
dc35566b,gemini-2.0-flash,0,0.5,TEXT,0,0,fail,gemini/gemini-2.0-flash/dc35566b_v0_t0_5.json
2bc72355,gemini-2.0-flash,1,0.5,TEXT,1,1,strict,gemini/gemini-2.0-flash/2bc72355_v1_t0_5.json
faa67d8f,gemini-2.0-flash,2,0.0,TEXT,0,1,rescued,gemini/gemini-2.0-flash/faa67d8f_v2_t0_0.json
bbf22c00,gemini-2.0-flash,1,0.5,GUI,0,1,rescued,gemini/gemini-2.0-flash/bbf22c00_v1_t0_5.json
0dd1e9ca,gemini-2.0-flash,2,0.5,GUI,0,0,fail,gemini/gemini-2.0-flash/0dd1e9ca_v2_t0_5.json
1b64c419,gemini-2.0-flash,0,0.0,TEXT,0,0,fail,gemini/gemini-2.0-flash/1b64c419_v0_t0_0.json
a79efa23,gemini-2.0-flash,0,0.0,TEXT,0,0,fail,gemini/gemini-2.0-flash/a79efa23_v0_t0_0.json
27910ee5,gemini-2.0-flash,2,0.5,TEXT,0,0,fail,gemini/gemini-2.0-flash/27910ee5_v2_t0_5.json
ab599408,gemini-2.0-flash,1,0.5,GUI,0,0,fail,gemini/gemini-2.0-flash/ab599408_v1_t0_5.json
f6d74921,gemini-2.0-flash,0,0.5,TEXT,0,0,fail,gemini/gemini-2.0-flash/f6d74921_v0_t0_5.json
0c07452f,gemini-2.0-flash,1,0.0,TEXT,1,1,strict,gemini/gemini-2.0-flash/0c07452f_v1_t0_0.json
9652a31e,gemini-2.0-flash,1,0.0,TEXT,1,1,strict,gemini/gemini-2.0-flash/9652a31e_v1_t0_0.json
b4ec494d,gemini-2.0-flash,0,0.5,TEXT,0,0,fail,gemini/gemini-2.0-flash/b4ec494d_v0_t0_5.json
f260aa25,gemini-2.0-flash,2,0.5,TEXT,0,0,fail,gemini/gemini-2.0-flash/f260aa25_v2_t0_5.json
ce0be4e8,gemini-2.0-flash,1,0.5,VISION,0,1,rescued,gemini/gemini-2.0-flash/ce0be4e8_v1_t0_5.json
8cc4a9e1,gemini-2.0-flash,1,0.5,GUI,0,1,rescued,gemini/gemini-2.0-flash/8cc4a9e1_v1_t0_5.json
7e365caf,gemini-2.0-flash,1,0.0,TEXT,0,1,rescued,gemini/gemini-2.0-flash/7e365caf_v1_t0_0.json
2bc72355,gemini-2.0-flash,0,0.0,TEXT,0,0,fail,gemini/gemini-2.0-flash/2bc72355_v0_t0_0.json
d21fc252,gemini-2.0-flash,2,0.0,VISION,0,1,rescued,gemini/gemini-2.0-flash/d21fc252_v2_t0_0.json
85a846ff,gemini-2.0-flash,2,0.5,GUI,0,0,fail,gemini/gemini-2.0-flash/85a846ff_v2_t0_5.json
dc35566b,gemini-2.0-flash,1,0.0,TEXT,1,1,strict,gemini/gemini-2.0-flash/dc35566b_v1_t0_0.json
47817359,gemini-2.0-flash,2,0.0,GUI,0,0,fail,gemini/gemini-2.0-flash/47817359_v2_t0_0.json
bbf22c00,gemini-2.0-flash,0,0.0,GUI,0,0,fail,gemini/gemini-2.0-flash/bbf22c00_v0_t0_0.json
1b64c419,gemini-2.0-flash,1,0.5,TEXT,1,1,strict,gemini/gemini-2.0-flash/1b64c419_v1_t0_5.json
a79efa23,gemini-2.0-flash,1,0.5,TEXT,0,1,rescued,gemini/gemini-2.0-flash/a79efa23_v1_t0_5.json
8fc9d168,gemini-2.0-flash,2,0.5,TEXT,0,1,rescued,gemini/gemini-2.0-flash/8fc9d168_v2_t0_5.json
936aa3e5,gemini-2.0-flash,2,0.5,TEXT,0,1,rescued,gemini/gemini-2.0-flash/936aa3e5_v2_t0_5.json
9652a31e,gemini-2.0-flash,0,0.5,TEXT,0,0,fail,gemini/gemini-2.0-flash/9652a31e_v0_t0_5.json
ab599408,gemini-2.0-flash,0,0.0,GUI,0,0,fail,gemini/gemini-2.0-flash/ab599408_v0_t0_0.json
25c9f684,gemini-2.0-flash,2,0.5,TEXT,0,0,fail,gemini/gemini-2.0-flash/25c9f684_v2_t0_5.json
07080553,gemini-2.0-flash,2,0.0,TEXT,0,1,rescued,gemini/gemini-2.0-flash/07080553_v2_t0_0.json
f6d74921,gemini-2.0-flash,1,0.0,TEXT,1,1,strict,gemini/gemini-2.0-flash/f6d74921_v1_t0_0.json
0c07452f,gemini-2.0-flash,0,0.5,TEXT,1,1,strict,gemini/gemini-2.0-flash/0c07452f_v0_t0_5.json
ce0be4e8,gemini-2.0-flash,0,0.0,VISION,0,0,fail,gemini/gemini-2.0-flash/ce0be4e8_v0_t0_0.json
8cc4a9e1,gemini-2.0-flash,0,0.0,GUI,0,0,fail,gemini/gemini-2.0-flash/8cc4a9e1_v0_t0_0.json
7e365caf,gemini-2.0-flash,0,0.5,TEXT,0,0,fail,gemini/gemini-2.0-flash/7e365caf_v0_t0_5.json
b4ec494d,gemini-2.0-flash,1,0.0,TEXT,1,1,strict,gemini/gemini-2.0-flash/b4ec494d_v1_t0_0.json
faa67d8f,gemini-2.0-flash,1,0.0,TEXT,0,1,rescued,gemini/gemini-2.0-flash/faa67d8f_v1_t0_0.json
47817359,gemini-2.0-flash,0,0.5,GUI,0,0,fail,gemini/gemini-2.0-flash/47817359_v0_t0_5.json
27910ee5,gemini-2.0-flash,1,0.5,TEXT,0,0,fail,gemini/gemini-2.0-flash/27910ee5_v1_t0_5.json
bbf22c00,gemini-2.0-flash,2,0.5,GUI,0,0,fail,gemini/gemini-2.0-flash/bbf22c00_v2_t0_5.json
0dd1e9ca,gemini-2.0-flash,1,0.5,GUI,1,1,strict,gemini/gemini-2.0-flash/0dd1e9ca_v1_t0_5.json
8fc9d168,gemini-2.0-flash,0,0.0,TEXT,0,0,fail,gemini/gemini-2.0-flash/8fc9d168_v0_t0_0.json
936aa3e5,gemini-2.0-flash,0,0.0,TEXT,0,0,fail,gemini/gemini-2.0-flash/936aa3e5_v0_t0_0.json
2bc72355,gemini-2.0-flash,2,0.5,TEXT,1,1,strict,gemini/gemini-2.0-flash/2bc72355_v2_t0_5.json
d21fc252,gemini-2.0-flash,0,0.5,VISION,0,1,rescued,gemini/gemini-2.0-flash/d21fc252_v0_t0_5.json
9cebf902,gemini-2.0-flash,1,0.5,TEXT,0,1,rescued,gemini/gemini-2.0-flash/9cebf902_v1_t0_5.json
85a846ff,gemini-2.0-flash,0,0.0,GUI,0,0,fail,gemini/gemini-2.0-flash/85a846ff_v0_t0_0.json
8cc4a9e1,gemini-2.0-flash,2,0.5,GUI,0,0,fail,gemini/gemini-2.0-flash/8cc4a9e1_v2_t0_5.json
ce0be4e8,gemini-2.0-flash,2,0.5,VISION,0,1,rescued,gemini/gemini-2.0-flash/ce0be4e8_v2_t0_5.json
7e365caf,gemini-2.0-flash,2,0.0,TEXT,0,1,rescued,gemini/gemini-2.0-flash/7e365caf_v2_t0_0.json
f260aa25,gemini-2.0-flash,1,0.5,TEXT,0,0,fail,gemini/gemini-2.0-flash/f260aa25_v1_t0_5.json
9652a31e,gemini-2.0-flash,2,0.0,TEXT,0,1,rescued,gemini/gemini-2.0-flash/9652a31e_v2_t0_0.json
07080553,gemini-2.0-flash,0,0.5,TEXT,0,0,fail,gemini/gemini-2.0-flash/07080553_v0_t0_5.json
25c9f684,gemini-2.0-flash,0,0.0,TEXT,0,0,fail,gemini/gemini-2.0-flash/25c9f684_v0_t0_0.json
ab599408,gemini-2.0-flash,2,0.5,GUI,0,0,fail,gemini/gemini-2.0-flash/ab599408_v2_t0_5.json
0c07452f,gemini-2.0-flash,2,0.0,TEXT,0,1,rescued,gemini/gemini-2.0-flash/0c07452f_v2_t0_0.json
9cebf902,gemini-2.0-flash,2,0.0,TEXT,0,1,rescued,gemini/gemini-2.0-flash/9cebf902_v2_t0_0.json
dc35566b,gemini-2.0-flash,0,0.0,TEXT,0,0,fail,gemini/gemini-2.0-flash/dc35566b_v0_t0_0.json
2bc72355,gemini-2.0-flash,1,0.0,TEXT,1,1,strict,gemini/gemini-2.0-flash/2bc72355_v1_t0_0.json
faa67d8f,gemini-2.0-flash,2,0.5,TEXT,0,1,rescued,gemini/gemini-2.0-flash/faa67d8f_v2_t0_5.json
1b64c419,gemini-2.0-flash,0,0.5,TEXT,0,0,fail,gemini/gemini-2.0-flash/1b64c419_v0_t0_5.json
0dd1e9ca,gemini-2.0-flash,2,0.0,GUI,0,0,fail,gemini/gemini-2.0-flash/0dd1e9ca_v2_t0_0.json
bbf22c00,gemini-2.0-flash,1,0.0,GUI,0,1,rescued,gemini/gemini-2.0-flash/bbf22c00_v1_t0_0.json
a79efa23,gemini-2.0-flash,0,0.5,TEXT,0,0,fail,gemini/gemini-2.0-flash/a79efa23_v0_t0_5.json
27910ee5,gemini-2.0-flash,2,0.0,TEXT,0,0,fail,gemini/gemini-2.0-flash/27910ee5_v2_t0_0.json
ab599408,gemini-2.0-flash,1,0.0,GUI,0,1,rescued,gemini/gemini-2.0-flash/ab599408_v1_t0_0.json
f6d74921,gemini-2.0-flash,0,0.0,TEXT,1,1,strict,gemini/gemini-2.0-flash/f6d74921_v0_t0_0.json
0c07452f,gemini-2.0-flash,1,0.5,TEXT,1,1,strict,gemini/gemini-2.0-flash/0c07452f_v1_t0_5.json
9652a31e,gemini-2.0-flash,1,0.5,TEXT,0,0,fail,gemini/gemini-2.0-flash/9652a31e_v1_t0_5.json
b4ec494d,gemini-2.0-flash,0,0.0,TEXT,0,0,fail,gemini/gemini-2.0-flash/b4ec494d_v0_t0_0.json
f260aa25,gemini-2.0-flash,2,0.0,TEXT,0,0,fail,gemini/gemini-2.0-flash/f260aa25_v2_t0_0.json
8cc4a9e1,gemini-2.0-flash,1,0.0,GUI,0,1,rescued,gemini/gemini-2.0-flash/8cc4a9e1_v1_t0_0.json
ce0be4e8,gemini-2.0-flash,1,0.0,VISION,0,0,fail,gemini/gemini-2.0-flash/ce0be4e8_v1_t0_0.json
7e365caf,gemini-2.0-flash,1,0.5,TEXT,0,1,rescued,gemini/gemini-2.0-flash/7e365caf_v1_t0_5.json
8fc9d168,gemini-2.0-flash,1,0.0,TEXT,0,0,fail,gemini/gemini-2.0-flash/8fc9d168_v1_t0_0.json
936aa3e5,gemini-2.0-flash,1,0.0,TEXT,0,1,rescued,gemini/gemini-2.0-flash/936aa3e5_v1_t0_0.json
faa67d8f,gemini-2.0-flash,0,0.0,TEXT,0,0,fail,gemini/gemini-2.0-flash/faa67d8f_v0_t0_0.json
47817359,gemini-2.0-flash,1,0.5,GUI,0,1,rescued,gemini/gemini-2.0-flash/47817359_v1_t0_5.json
27910ee5,gemini-2.0-flash,0,0.5,TEXT,0,0,fail,gemini/gemini-2.0-flash/27910ee5_v0_t0_5.json
a79efa23,gemini-2.0-flash,2,0.0,TEXT,0,1,rescued,gemini/gemini-2.0-flash/a79efa23_v2_t0_0.json
0dd1e9ca,gemini-2.0-flash,0,0.5,GUI,0,0,fail,gemini/gemini-2.0-flash/0dd1e9ca_v0_t0_5.json
1b64c419,gemini-2.0-flash,2,0.0,TEXT,0,0,fail,gemini/gemini-2.0-flash/1b64c419_v2_t0_0.json
d21fc252,gemini-2.0-flash,1,0.5,VISION,0,1,rescued,gemini/gemini-2.0-flash/d21fc252_v1_t0_5.json
9cebf902,gemini-2.0-flash,0,0.5,TEXT,0,0,fail,gemini/gemini-2.0-flash/9cebf902_v0_t0_5.json
dc35566b,gemini-2.0-flash,2,0.5,TEXT,0,0,fail,gemini/gemini-2.0-flash/dc35566b_v2_t0_5.json
85a846ff,gemini-2.0-flash,1,0.0,GUI,0,1,rescued,gemini/gemini-2.0-flash/85a846ff_v1_t0_0.json
b4ec494d,gemini-2.0-flash,2,0.5,TEXT,0,1,rescued,gemini/gemini-2.0-flash/b4ec494d_v2_t0_5.json
f260aa25,gemini-2.0-flash,0,0.5,TEXT,0,0,fail,gemini/gemini-2.0-flash/f260aa25_v0_t0_5.json
07080553,gemini-2.0-flash,1,0.5,TEXT,1,1,strict,gemini/gemini-2.0-flash/07080553_v1_t0_5.json
25c9f684,gemini-2.0-flash,1,0.0,TEXT,1,1,strict,gemini/gemini-2.0-flash/25c9f684_v1_t0_0.json
f6d74921,gemini-2.0-flash,2,0.5,TEXT,1,1,strict,gemini/gemini-2.0-flash/f6d74921_v2_t0_5.json
faa67d8f,llama3-8b-8192,1,0.5,TEXT,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/faa67d8f_v1_t0_5.json
47817359,llama3-8b-8192,0,0.0,GUI,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/47817359_v0_t0_0.json
27910ee5,llama3-8b-8192,1,0.0,TEXT,0,0,fail,groq_batch_rate_limited/llama3-8b-8192/27910ee5_v1_t0_0.json
0dd1e9ca,llama3-8b-8192,1,0.0,GUI,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/0dd1e9ca_v1_t0_0.json
bbf22c00,llama3-8b-8192,2,0.0,GUI,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/bbf22c00_v2_t0_0.json
8fc9d168,llama3-8b-8192,0,0.5,TEXT,0,0,fail,groq_batch_rate_limited/llama3-8b-8192/8fc9d168_v0_t0_5.json
936aa3e5,llama3-8b-8192,0,0.5,TEXT,0,0,fail,groq_batch_rate_limited/llama3-8b-8192/936aa3e5_v0_t0_5.json
2bc72355,llama3-8b-8192,2,0.0,TEXT,0,1,rescued,groq_batch_rate_limited/llama3-8b-8192/2bc72355_v2_t0_0.json
9cebf902,llama3-8b-8192,1,0.0,TEXT,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/9cebf902_v1_t0_0.json
85a846ff,llama3-8b-8192,0,0.5,GUI,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/85a846ff_v0_t0_5.json
8cc4a9e1,llama3-8b-8192,2,0.0,GUI,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/8cc4a9e1_v2_t0_0.json
7e365caf,llama3-8b-8192,2,0.5,TEXT,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/7e365caf_v2_t0_5.json
f260aa25,llama3-8b-8192,1,0.0,TEXT,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/f260aa25_v1_t0_0.json
9652a31e,llama3-8b-8192,2,0.5,TEXT,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/9652a31e_v2_t0_5.json
07080553,llama3-8b-8192,0,0.0,TEXT,0,0,fail,groq_batch_rate_limited/llama3-8b-8192/07080553_v0_t0_0.json
ab599408,llama3-8b-8192,2,0.0,GUI,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/ab599408_v2_t0_0.json
25c9f684,llama3-8b-8192,0,0.5,TEXT,0,0,fail,groq_batch_rate_limited/llama3-8b-8192/25c9f684_v0_t0_5.json
0c07452f,llama3-8b-8192,2,0.5,TEXT,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/0c07452f_v2_t0_5.json
2bc72355,llama3-8b-8192,0,0.5,TEXT,0,0,fail,groq_batch_rate_limited/llama3-8b-8192/2bc72355_v0_t0_5.json
85a846ff,llama3-8b-8192,2,0.0,GUI,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/85a846ff_v2_t0_0.json
dc35566b,llama3-8b-8192,1,0.5,TEXT,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/dc35566b_v1_t0_5.json
47817359,llama3-8b-8192,2,0.5,GUI,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/47817359_v2_t0_5.json
1b64c419,llama3-8b-8192,1,0.0,TEXT,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/1b64c419_v1_t0_0.json
bbf22c00,llama3-8b-8192,0,0.5,GUI,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/bbf22c00_v0_t0_5.json
a79efa23,llama3-8b-8192,1,0.0,TEXT,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/a79efa23_v1_t0_0.json
8fc9d168,llama3-8b-8192,2,0.0,TEXT,0,1,rescued,groq_batch_rate_limited/llama3-8b-8192/8fc9d168_v2_t0_0.json
936aa3e5,llama3-8b-8192,2,0.0,TEXT,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/936aa3e5_v2_t0_0.json
9652a31e,llama3-8b-8192,0,0.0,TEXT,0,0,fail,groq_batch_rate_limited/llama3-8b-8192/9652a31e_v0_t0_0.json
25c9f684,llama3-8b-8192,2,0.0,TEXT,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/25c9f684_v2_t0_0.json
ab599408,llama3-8b-8192,0,0.5,GUI,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/ab599408_v0_t0_5.json
07080553,llama3-8b-8192,2,0.5,TEXT,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/07080553_v2_t0_5.json
f6d74921,llama3-8b-8192,1,0.5,TEXT,0,0,fail,groq_batch_rate_limited/llama3-8b-8192/f6d74921_v1_t0_5.json
0c07452f,llama3-8b-8192,0,0.0,TEXT,0,0,fail,groq_batch_rate_limited/llama3-8b-8192/0c07452f_v0_t0_0.json
8cc4a9e1,llama3-8b-8192,0,0.5,GUI,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/8cc4a9e1_v0_t0_5.json
7e365caf,llama3-8b-8192,0,0.0,TEXT,0,0,fail,groq_batch_rate_limited/llama3-8b-8192/7e365caf_v0_t0_0.json
b4ec494d,llama3-8b-8192,1,0.5,TEXT,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/b4ec494d_v1_t0_5.json
8fc9d168,llama3-8b-8192,1,0.5,TEXT,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/8fc9d168_v1_t0_5.json
936aa3e5,llama3-8b-8192,1,0.5,TEXT,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/936aa3e5_v1_t0_5.json
faa67d8f,llama3-8b-8192,0,0.5,TEXT,0,0,fail,groq_batch_rate_limited/llama3-8b-8192/faa67d8f_v0_t0_5.json
47817359,llama3-8b-8192,1,0.0,GUI,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/47817359_v1_t0_0.json
27910ee5,llama3-8b-8192,0,0.0,TEXT,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/27910ee5_v0_t0_0.json
a79efa23,llama3-8b-8192,2,0.5,TEXT,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/a79efa23_v2_t0_5.json
1b64c419,llama3-8b-8192,2,0.5,TEXT,0,0,fail,groq_batch_rate_limited/llama3-8b-8192/1b64c419_v2_t0_5.json
0dd1e9ca,llama3-8b-8192,0,0.0,GUI,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/0dd1e9ca_v0_t0_0.json
9cebf902,llama3-8b-8192,0,0.0,TEXT,0,0,fail,groq_batch_rate_limited/llama3-8b-8192/9cebf902_v0_t0_0.json
dc35566b,llama3-8b-8192,2,0.0,TEXT,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/dc35566b_v2_t0_0.json
85a846ff,llama3-8b-8192,1,0.5,GUI,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/85a846ff_v1_t0_5.json
b4ec494d,llama3-8b-8192,2,0.0,TEXT,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/b4ec494d_v2_t0_0.json
f260aa25,llama3-8b-8192,0,0.0,TEXT,0,0,fail,groq_batch_rate_limited/llama3-8b-8192/f260aa25_v0_t0_0.json
07080553,llama3-8b-8192,1,0.0,TEXT,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/07080553_v1_t0_0.json
25c9f684,llama3-8b-8192,1,0.5,TEXT,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/25c9f684_v1_t0_5.json
f6d74921,llama3-8b-8192,2,0.0,TEXT,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/f6d74921_v2_t0_0.json
9cebf902,llama3-8b-8192,2,0.5,TEXT,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/9cebf902_v2_t0_5.json
dc35566b,llama3-8b-8192,0,0.5,TEXT,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/dc35566b_v0_t0_5.json
2bc72355,llama3-8b-8192,1,0.5,TEXT,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/2bc72355_v1_t0_5.json
faa67d8f,llama3-8b-8192,2,0.0,TEXT,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/faa67d8f_v2_t0_0.json
bbf22c00,llama3-8b-8192,1,0.5,GUI,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/bbf22c00_v1_t0_5.json
0dd1e9ca,llama3-8b-8192,2,0.5,GUI,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/0dd1e9ca_v2_t0_5.json
1b64c419,llama3-8b-8192,0,0.0,TEXT,0,0,fail,groq_batch_rate_limited/llama3-8b-8192/1b64c419_v0_t0_0.json
a79efa23,llama3-8b-8192,0,0.0,TEXT,0,0,fail,groq_batch_rate_limited/llama3-8b-8192/a79efa23_v0_t0_0.json
27910ee5,llama3-8b-8192,2,0.5,TEXT,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/27910ee5_v2_t0_5.json
ab599408,llama3-8b-8192,1,0.5,GUI,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/ab599408_v1_t0_5.json
f6d74921,llama3-8b-8192,0,0.5,TEXT,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/f6d74921_v0_t0_5.json
0c07452f,llama3-8b-8192,1,0.0,TEXT,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/0c07452f_v1_t0_0.json
9652a31e,llama3-8b-8192,1,0.0,TEXT,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/9652a31e_v1_t0_0.json
b4ec494d,llama3-8b-8192,0,0.5,TEXT,0,0,fail,groq_batch_rate_limited/llama3-8b-8192/b4ec494d_v0_t0_5.json
f260aa25,llama3-8b-8192,2,0.5,TEXT,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/f260aa25_v2_t0_5.json
8cc4a9e1,llama3-8b-8192,1,0.5,GUI,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/8cc4a9e1_v1_t0_5.json
7e365caf,llama3-8b-8192,1,0.0,TEXT,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/7e365caf_v1_t0_0.json
2bc72355,llama3-8b-8192,0,0.0,TEXT,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/2bc72355_v0_t0_0.json
85a846ff,llama3-8b-8192,2,0.5,GUI,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/85a846ff_v2_t0_5.json
dc35566b,llama3-8b-8192,1,0.0,TEXT,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/dc35566b_v1_t0_0.json
47817359,llama3-8b-8192,2,0.0,GUI,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/47817359_v2_t0_0.json
bbf22c00,llama3-8b-8192,0,0.0,GUI,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/bbf22c00_v0_t0_0.json
1b64c419,llama3-8b-8192,1,0.5,TEXT,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/1b64c419_v1_t0_5.json
a79efa23,llama3-8b-8192,1,0.5,TEXT,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/a79efa23_v1_t0_5.json
8fc9d168,llama3-8b-8192,2,0.5,TEXT,0,1,rescued,groq_batch_rate_limited/llama3-8b-8192/8fc9d168_v2_t0_5.json
936aa3e5,llama3-8b-8192,2,0.5,TEXT,1,1,strict,groq_batch_rate_limited/llama3-8b-8192/936aa3e5_v2_t0_5.json
9652a31e,llama3-8b-8192,0,0.5,TEXT,0,0,fail,groq_batch_rate_limited/llama3-8b-8192/9652a31e_v0_t0_5.json
