uid,model,variant,temperature,modality,strict,rescued,schema_status,file
2e2364b7,o3-2025-04-16,2,0.0,TEXT,1,1,strict,o3-2025-04-16/2e2364b7_v2_t0_0.json
07080553,o3-2025-04-16,0,0.5,TEXT,1,1,strict,o3-2025-04-16/07080553_v0_t0_5.json
8b2ab848,o3-2025-04-16,1,0.5,TEXT,1,1,strict,o3-2025-04-16/8b2ab848_v1_t0_5.json
9cebf902,o3-2025-04-16,2,0.0,TEXT,1,1,strict,o3-2025-04-16/9cebf902_v2_t0_0.json
dc35566b,o3-2025-04-16,0,0.0,TEXT,1,1,strict,o3-2025-04-16/dc35566b_v0_t0_0.json
3a55f5ca,o3-2025-04-16,1,0.5,TEXT,1,1,strict,o3-2025-04-16/3a55f5ca_v1_t0_5.json
db852c6e,o3-2025-04-16,0,0.5,TEXT,1,1,strict,o3-2025-04-16/db852c6e_v0_t0_5.json
93eea469,o3-2025-04-16,2,0.5,TEXT,1,1,strict,o3-2025-04-16/93eea469_v2_t0_5.json
2e2364b7,o3-2025-04-16,1,0.5,TEXT,1,1,strict,o3-2025-04-16/2e2364b7_v1_t0_5.json
d0cae549,o3-2025-04-16,2,0.0,TEXT,1,1,strict,o3-2025-04-16/d0cae549_v2_t0_0.json
7dda7be5,o3-2025-04-16,2,0.0,TEXT,1,1,strict,o3-2025-04-16/7dda7be5_v2_t0_0.json
3db6d320,o3-2025-04-16,0,0.0,TEXT,1,1,strict,o3-2025-04-16/3db6d320_v0_t0_0.json
93eea469,o3-2025-04-16,0,0.0,TEXT,1,1,strict,o3-2025-04-16/93eea469_v0_t0_0.json
db852c6e,o3-2025-04-16,2,0.0,TEXT,1,1,strict,o3-2025-04-16/db852c6e_v2_t0_0.json
9cebf902,o3-2025-04-16,0,0.5,TEXT,1,1,strict,o3-2025-04-16/9cebf902_v0_t0_5.json
dc35566b,o3-2025-04-16,2,0.5,TEXT,1,1,strict,o3-2025-04-16/dc35566b_v2_t0_5.json
3dfcc5c3,o3-2025-04-16,1,0.0,TEXT,1,1,strict,o3-2025-04-16/3dfcc5c3_v1_t0_0.json
d0cae549,o3-2025-04-16,0,0.5,TEXT,1,1,strict,o3-2025-04-16/d0cae549_v0_t0_5.json
7dda7be5,o3-2025-04-16,0,0.5,TEXT,1,1,strict,o3-2025-04-16/7dda7be5_v0_t0_5.json
3db6d320,o3-2025-04-16,2,0.5,TEXT,1,1,strict,o3-2025-04-16/3db6d320_v2_t0_5.json
07080553,o3-2025-04-16,1,0.5,TEXT,1,1,strict,o3-2025-04-16/07080553_v1_t0_5.json
93eea469,gpt-4.1,1,0.5,TEXT,1,1,strict,gpt-4.1/93eea469_v1_t0_5.json
8b2ab848,gpt-4.1,2,0.5,TEXT,1,1,strict,gpt-4.1/8b2ab848_v2_t0_5.json
3a55f5ca,gpt-4.1,2,0.5,TEXT,1,1,strict,gpt-4.1/3a55f5ca_v2_t0_5.json
9cebf902,gpt-4.1,1,0.0,TEXT,1,1,strict,gpt-4.1/9cebf902_v1_t0_0.json
d0cae549,gpt-4.1,1,0.0,TEXT,1,1,strict,gpt-4.1/d0cae549_v1_t0_0.json
7dda7be5,gpt-4.1,1,0.0,TEXT,1,1,strict,gpt-4.1/7dda7be5_v1_t0_0.json
3dfcc5c3,gpt-4.1,0,0.5,TEXT,1,1,strict,gpt-4.1/3dfcc5c3_v0_t0_5.json
2e2364b7,gpt-4.1,2,0.5,TEXT,1,1,strict,gpt-4.1/2e2364b7_v2_t0_5.json
07080553,gpt-4.1,0,0.0,TEXT,1,1,strict,gpt-4.1/07080553_v0_t0_0.json
8b2ab848,gpt-4.1,0,0.0,TEXT,1,1,strict,gpt-4.1/8b2ab848_v0_t0_0.json
dc35566b,gpt-4.1,1,0.5,TEXT,1,1,strict,gpt-4.1/dc35566b_v1_t0_5.json
3a55f5ca,gpt-4.1,0,0.0,TEXT,1,1,strict,gpt-4.1/3a55f5ca_v0_t0_0.json
db852c6e,gpt-4.1,1,0.0,TEXT,1,1,strict,gpt-4.1/db852c6e_v1_t0_0.json
2e2364b7,gpt-4.1,0,0.0,TEXT,1,1,strict,gpt-4.1/2e2364b7_v0_t0_0.json
07080553,gpt-4.1,2,0.5,TEXT,1,1,strict,gpt-4.1/07080553_v2_t0_5.json
3db6d320,gpt-4.1,1,0.5,TEXT,1,1,strict,gpt-4.1/3db6d320_v1_t0_5.json
3dfcc5c3,gpt-4.1,2,0.0,TEXT,1,1,strict,gpt-4.1/3dfcc5c3_v2_t0_0.json
93eea469,gpt-4.1,0,0.5,TEXT,1,1,strict,gpt-4.1/93eea469_v0_t0_5.json
9cebf902,gpt-4.1,0,0.0,TEXT,1,1,strict,gpt-4.1/9cebf902_v0_t0_0.json
dc35566b,gpt-4.1,2,0.0,TEXT,1,1,strict,gpt-4.1/dc35566b_v2_t0_0.json
db852c6e,gpt-4.1,2,0.5,TEXT,1,1,strict,gpt-4.1/db852c6e_v2_t0_5.json
3dfcc5c3,gpt-4.1,1,0.5,TEXT,1,1,strict,gpt-4.1/3dfcc5c3_v1_t0_5.json
d0cae549,gpt-4.1,0,0.0,TEXT,1,1,strict,gpt-4.1/d0cae549_v0_t0_0.json
7dda7be5,gpt-4.1,0,0.0,TEXT,1,1,strict,gpt-4.1/7dda7be5_v0_t0_0.json
3db6d320,gpt-4.1,2,0.0,TEXT,1,1,strict,gpt-4.1/3db6d320_v2_t0_0.json
07080553,gpt-4.1,1,0.0,TEXT,1,1,strict,gpt-4.1/07080553_v1_t0_0.json
8b2ab848,gpt-4.1,1,0.0,TEXT,1,1,strict,gpt-4.1/8b2ab848_v1_t0_0.json
3a55f5ca,gpt-4.1,1,0.0,TEXT,1,1,strict,gpt-4.1/3a55f5ca_v1_t0_0.json
db852c6e,gpt-4.1,0,0.0,TEXT,1,1,strict,gpt-4.1/db852c6e_v0_t0_0.json
9cebf902,gpt-4.1,2,0.5,TEXT,1,1,strict,gpt-4.1/9cebf902_v2_t0_5.json
dc35566b,gpt-4.1,0,0.5,TEXT,1,1,strict,gpt-4.1/dc35566b_v0_t0_5.json
93eea469,gpt-4.1,2,0.0,TEXT,1,1,strict,gpt-4.1/93eea469_v2_t0_0.json
2e2364b7,gpt-4.1,1,0.0,TEXT,1,1,strict,gpt-4.1/2e2364b7_v1_t0_0.json
d0cae549,gpt-4.1,2,0.5,TEXT,1,1,strict,gpt-4.1/d0cae549_v2_t0_5.json
7dda7be5,gpt-4.1,2,0.5,TEXT,1,1,strict,gpt-4.1/7dda7be5_v2_t0_5.json
3db6d320,gpt-4.1,0,0.5,TEXT,1,1,strict,gpt-4.1/3db6d320_v0_t0_5.json
8b2ab848,gpt-4.1,0,0.5,TEXT,1,1,strict,gpt-4.1/8b2ab848_v0_t0_5.json
3a55f5ca,gpt-4.1,0,0.5,TEXT,1,1,strict,gpt-4.1/3a55f5ca_v0_t0_5.json
db852c6e,gpt-4.1,1,0.5,TEXT,1,1,strict,gpt-4.1/db852c6e_v1_t0_5.json
dc35566b,gpt-4.1,1,0.0,TEXT,1,1,strict,gpt-4.1/dc35566b_v1_t0_0.json
2e2364b7,gpt-4.1,0,0.5,TEXT,1,1,strict,gpt-4.1/2e2364b7_v0_t0_5.json
07080553,gpt-4.1,2,0.0,TEXT,1,1,strict,gpt-4.1/07080553_v2_t0_0.json
3db6d320,gpt-4.1,1,0.0,TEXT,1,1,strict,gpt-4.1/3db6d320_v1_t0_0.json
3dfcc5c3,gpt-4.1,2,0.5,TEXT,1,1,strict,gpt-4.1/3dfcc5c3_v2_t0_5.json
93eea469,gpt-4.1,1,0.0,TEXT,1,1,strict,gpt-4.1/93eea469_v1_t0_0.json
8b2ab848,gpt-4.1,2,0.0,TEXT,1,1,strict,gpt-4.1/8b2ab848_v2_t0_0.json
9cebf902,gpt-4.1,1,0.5,TEXT,1,1,strict,gpt-4.1/9cebf902_v1_t0_5.json
3a55f5ca,gpt-4.1,2,0.0,TEXT,1,1,strict,gpt-4.1/3a55f5ca_v2_t0_0.json
d0cae549,gpt-4.1,1,0.5,TEXT,1,1,strict,gpt-4.1/d0cae549_v1_t0_5.json
7dda7be5,gpt-4.1,1,0.5,TEXT,1,1,strict,gpt-4.1/7dda7be5_v1_t0_5.json
3dfcc5c3,gpt-4.1,0,0.0,TEXT,1,1,strict,gpt-4.1/3dfcc5c3_v0_t0_0.json
2e2364b7,gpt-4.1,2,0.0,TEXT,1,1,strict,gpt-4.1/2e2364b7_v2_t0_0.json
07080553,gpt-4.1,0,0.5,TEXT,1,1,strict,gpt-4.1/07080553_v0_t0_5.json
8b2ab848,gpt-4.1,1,0.5,TEXT,1,1,strict,gpt-4.1/8b2ab848_v1_t0_5.json
9cebf902,gpt-4.1,2,0.0,TEXT,1,1,strict,gpt-4.1/9cebf902_v2_t0_0.json
dc35566b,gpt-4.1,0,0.0,TEXT,1,1,strict,gpt-4.1/dc35566b_v0_t0_0.json
3a55f5ca,gpt-4.1,1,0.5,TEXT,1,1,strict,gpt-4.1/3a55f5ca_v1_t0_5.json
db852c6e,gpt-4.1,0,0.5,TEXT,1,1,strict,gpt-4.1/db852c6e_v0_t0_5.json
93eea469,gpt-4.1,2,0.5,TEXT,1,1,strict,gpt-4.1/93eea469_v2_t0_5.json
2e2364b7,gpt-4.1,1,0.5,TEXT,1,1,strict,gpt-4.1/2e2364b7_v1_t0_5.json
d0cae549,gpt-4.1,2,0.0,TEXT,1,1,strict,gpt-4.1/d0cae549_v2_t0_0.json
7dda7be5,gpt-4.1,2,0.0,TEXT,1,1,strict,gpt-4.1/7dda7be5_v2_t0_0.json
3db6d320,gpt-4.1,0,0.0,TEXT,1,1,strict,gpt-4.1/3db6d320_v0_t0_0.json
93eea469,gpt-4.1,0,0.0,TEXT,1,1,strict,gpt-4.1/93eea469_v0_t0_0.json
db852c6e,gpt-4.1,2,0.0,TEXT,1,1,strict,gpt-4.1/db852c6e_v2_t0_0.json
9cebf902,gpt-4.1,0,0.5,TEXT,1,1,strict,gpt-4.1/9cebf902_v0_t0_5.json
dc35566b,gpt-4.1,2,0.5,TEXT,1,1,strict,gpt-4.1/dc35566b_v2_t0_5.json
3dfcc5c3,gpt-4.1,1,0.0,TEXT,1,1,strict,gpt-4.1/3dfcc5c3_v1_t0_0.json
d0cae549,gpt-4.1,0,0.5,TEXT,1,1,strict,gpt-4.1/d0cae549_v0_t0_5.json
7dda7be5,gpt-4.1,0,0.5,TEXT,1,1,strict,gpt-4.1/7dda7be5_v0_t0_5.json
3db6d320,gpt-4.1,2,0.5,TEXT,1,1,strict,gpt-4.1/3db6d320_v2_t0_5.json
07080553,gpt-4.1,1,0.5,TEXT,1,1,strict,gpt-4.1/07080553_v1_t0_5.json
93eea469,gpt-4o,1,0.5,TEXT,1,1,strict,gpt-4o/93eea469_v1_t0_5.json
8b2ab848,gpt-4o,2,0.5,TEXT,1,1,strict,gpt-4o/8b2ab848_v2_t0_5.json
3a55f5ca,gpt-4o,2,0.5,TEXT,1,1,strict,gpt-4o/3a55f5ca_v2_t0_5.json
9cebf902,gpt-4o,1,0.0,TEXT,1,1,strict,gpt-4o/9cebf902_v1_t0_0.json
d0cae549,gpt-4o,1,0.0,TEXT,1,1,strict,gpt-4o/d0cae549_v1_t0_0.json
7dda7be5,gpt-4o,1,0.0,TEXT,1,1,strict,gpt-4o/7dda7be5_v1_t0_0.json
3dfcc5c3,gpt-4o,0,0.5,TEXT,1,1,strict,gpt-4o/3dfcc5c3_v0_t0_5.json
2e2364b7,gpt-4o,2,0.5,TEXT,1,1,strict,gpt-4o/2e2364b7_v2_t0_5.json
07080553,gpt-4o,0,0.0,TEXT,1,1,strict,gpt-4o/07080553_v0_t0_0.json
8b2ab848,gpt-4o,0,0.0,TEXT,1,1,strict,gpt-4o/8b2ab848_v0_t0_0.json
dc35566b,gpt-4o,1,0.5,TEXT,1,1,strict,gpt-4o/dc35566b_v1_t0_5.json
3a55f5ca,gpt-4o,0,0.0,TEXT,1,1,strict,gpt-4o/3a55f5ca_v0_t0_0.json
db852c6e,gpt-4o,1,0.0,TEXT,1,1,strict,gpt-4o/db852c6e_v1_t0_0.json
2e2364b7,gpt-4o,0,0.0,TEXT,1,1,strict,gpt-4o/2e2364b7_v0_t0_0.json
07080553,gpt-4o,2,0.5,TEXT,1,1,strict,gpt-4o/07080553_v2_t0_5.json
3db6d320,gpt-4o,1,0.5,TEXT,1,1,strict,gpt-4o/3db6d320_v1_t0_5.json
3dfcc5c3,gpt-4o,2,0.0,TEXT,1,1,strict,gpt-4o/3dfcc5c3_v2_t0_0.json
93eea469,gpt-4o,0,0.5,TEXT,1,1,strict,gpt-4o/93eea469_v0_t0_5.json
9cebf902,gpt-4o,0,0.0,TEXT,1,1,strict,gpt-4o/9cebf902_v0_t0_0.json
dc35566b,gpt-4o,2,0.0,TEXT,1,1,strict,gpt-4o/dc35566b_v2_t0_0.json
db852c6e,gpt-4o,2,0.5,TEXT,1,1,strict,gpt-4o/db852c6e_v2_t0_5.json
3dfcc5c3,gpt-4o,1,0.5,TEXT,1,1,strict,gpt-4o/3dfcc5c3_v1_t0_5.json
d0cae549,gpt-4o,0,0.0,TEXT,1,1,strict,gpt-4o/d0cae549_v0_t0_0.json
7dda7be5,gpt-4o,0,0.0,TEXT,1,1,strict,gpt-4o/7dda7be5_v0_t0_0.json
3db6d320,gpt-4o,2,0.0,TEXT,1,1,strict,gpt-4o/3db6d320_v2_t0_0.json
07080553,gpt-4o,1,0.0,TEXT,1,1,strict,gpt-4o/07080553_v1_t0_0.json
8b2ab848,gpt-4o,1,0.0,TEXT,1,1,strict,gpt-4o/8b2ab848_v1_t0_0.json
3a55f5ca,gpt-4o,1,0.0,TEXT,1,1,strict,gpt-4o/3a55f5ca_v1_t0_0.json
db852c6e,gpt-4o,0,0.0,TEXT,1,1,strict,gpt-4o/db852c6e_v0_t0_0.json
9cebf902,gpt-4o,2,0.5,TEXT,1,1,strict,gpt-4o/9cebf902_v2_t0_5.json
dc35566b,gpt-4o,0,0.5,TEXT,1,1,strict,gpt-4o/dc35566b_v0_t0_5.json
93eea469,gpt-4o,2,0.0,TEXT,1,1,strict,gpt-4o/93eea469_v2_t0_0.json
2e2364b7,gpt-4o,1,0.0,TEXT,1,1,strict,gpt-4o/2e2364b7_v1_t0_0.json
d0cae549,gpt-4o,2,0.5,TEXT,1,1,strict,gpt-4o/d0cae549_v2_t0_5.json
7dda7be5,gpt-4o,2,0.5,TEXT,1,1,strict,gpt-4o/7dda7be5_v2_t0_5.json
3db6d320,gpt-4o,0,0.5,TEXT,1,1,strict,gpt-4o/3db6d320_v0_t0_5.json
8b2ab848,gpt-4o,0,0.5,TEXT,1,1,strict,gpt-4o/8b2ab848_v0_t0_5.json
3a55f5ca,gpt-4o,0,0.5,TEXT,1,1,strict,gpt-4o/3a55f5ca_v0_t0_5.json
db852c6e,gpt-4o,1,0.5,TEXT,1,1,strict,gpt-4o/db852c6e_v1_t0_5.json
dc35566b,gpt-4o,1,0.0,TEXT,1,1,strict,gpt-4o/dc35566b_v1_t0_0.json
2e2364b7,gpt-4o,0,0.5,TEXT,1,1,strict,gpt-4o/2e2364b7_v0_t0_5.json
07080553,gpt-4o,2,0.0,TEXT,1,1,strict,gpt-4o/07080553_v2_t0_0.json
3db6d320,gpt-4o,1,0.0,TEXT,1,1,strict,gpt-4o/3db6d320_v1_t0_0.json
3dfcc5c3,gpt-4o,2,0.5,TEXT,1,1,strict,gpt-4o/3dfcc5c3_v2_t0_5.json
93eea469,gpt-4o,1,0.0,TEXT,1,1,strict,gpt-4o/93eea469_v1_t0_0.json
8b2ab848,gpt-4o,2,0.0,TEXT,1,1,strict,gpt-4o/8b2ab848_v2_t0_0.json
9cebf902,gpt-4o,1,0.5,TEXT,1,1,strict,gpt-4o/9cebf902_v1_t0_5.json
3a55f5ca,gpt-4o,2,0.0,TEXT,1,1,strict,gpt-4o/3a55f5ca_v2_t0_0.json
d0cae549,gpt-4o,1,0.5,TEXT,1,1,strict,gpt-4o/d0cae549_v1_t0_5.json
7dda7be5,gpt-4o,1,0.5,TEXT,1,1,strict,gpt-4o/7dda7be5_v1_t0_5.json
3dfcc5c3,gpt-4o,0,0.0,TEXT,1,1,strict,gpt-4o/3dfcc5c3_v0_t0_0.json
2e2364b7,gpt-4o,2,0.0,TEXT,1,1,strict,gpt-4o/2e2364b7_v2_t0_0.json
07080553,gpt-4o,0,0.5,TEXT,1,1,strict,gpt-4o/07080553_v0_t0_5.json
8b2ab848,gpt-4o,1,0.5,TEXT,1,1,strict,gpt-4o/8b2ab848_v1_t0_5.json
9cebf902,gpt-4o,2,0.0,TEXT,1,1,strict,gpt-4o/9cebf902_v2_t0_0.json
dc35566b,gpt-4o,0,0.0,TEXT,1,1,strict,gpt-4o/dc35566b_v0_t0_0.json
3a55f5ca,gpt-4o,1,0.5,TEXT,1,1,strict,gpt-4o/3a55f5ca_v1_t0_5.json
db852c6e,gpt-4o,0,0.5,TEXT,1,1,strict,gpt-4o/db852c6e_v0_t0_5.json
93eea469,gpt-4o,2,0.5,TEXT,1,1,strict,gpt-4o/93eea469_v2_t0_5.json
2e2364b7,gpt-4o,1,0.5,TEXT,1,1,strict,gpt-4o/2e2364b7_v1_t0_5.json
d0cae549,gpt-4o,2,0.0,TEXT,1,1,strict,gpt-4o/d0cae549_v2_t0_0.json
7dda7be5,gpt-4o,2,0.0,TEXT,1,1,strict,gpt-4o/7dda7be5_v2_t0_0.json
3db6d320,gpt-4o,0,0.0,TEXT,1,1,strict,gpt-4o/3db6d320_v0_t0_0.json
93eea469,gpt-4o,0,0.0,TEXT,1,1,strict,gpt-4o/93eea469_v0_t0_0.json
db852c6e,gpt-4o,2,0.0,TEXT,1,1,strict,gpt-4o/db852c6e_v2_t0_0.json
9cebf902,gpt-4o,0,0.5,TEXT,1,1,strict,gpt-4o/9cebf902_v0_t0_5.json
dc35566b,gpt-4o,2,0.5,TEXT,1,1,strict,gpt-4o/dc35566b_v2_t0_5.json
3dfcc5c3,gpt-4o,1,0.0,TEXT,1,1,strict,gpt-4o/3dfcc5c3_v1_t0_0.json
d0cae549,gpt-4o,0,0.5,TEXT,1,1,strict,gpt-4o/d0cae549_v0_t0_5.json
7dda7be5,gpt-4o,0,0.5,TEXT,1,1,strict,gpt-4o/7dda7be5_v0_t0_5.json
3db6d320,gpt-4o,2,0.5,TEXT,1,1,strict,gpt-4o/3db6d320_v2_t0_5.json
07080553,gpt-4o,1,0.5,TEXT,1,1,strict,gpt-4o/07080553_v1_t0_5.json
93eea469,gpt-4,1,0.5,TEXT,1,1,strict,gpt-4/93eea469_v1_t0_5.json
8b2ab848,gpt-4,2,0.5,TEXT,1,1,strict,gpt-4/8b2ab848_v2_t0_5.json
3a55f5ca,gpt-4,2,0.5,TEXT,1,1,strict,gpt-4/3a55f5ca_v2_t0_5.json
9cebf902,gpt-4,1,0.0,TEXT,1,1,strict,gpt-4/9cebf902_v1_t0_0.json
d0cae549,gpt-4,1,0.0,TEXT,1,1,strict,gpt-4/d0cae549_v1_t0_0.json
7dda7be5,gpt-4,1,0.0,TEXT,1,1,strict,gpt-4/7dda7be5_v1_t0_0.json
3dfcc5c3,gpt-4,0,0.5,TEXT,1,1,strict,gpt-4/3dfcc5c3_v0_t0_5.json
2e2364b7,gpt-4,2,0.5,TEXT,1,1,strict,gpt-4/2e2364b7_v2_t0_5.json
07080553,gpt-4,0,0.0,TEXT,1,1,strict,gpt-4/07080553_v0_t0_0.json
8b2ab848,gpt-4,0,0.0,TEXT,1,1,strict,gpt-4/8b2ab848_v0_t0_0.json
dc35566b,gpt-4,1,0.5,TEXT,1,1,strict,gpt-4/dc35566b_v1_t0_5.json
3a55f5ca,gpt-4,0,0.0,TEXT,1,1,strict,gpt-4/3a55f5ca_v0_t0_0.json
db852c6e,gpt-4,1,0.0,TEXT,1,1,strict,gpt-4/db852c6e_v1_t0_0.json
2e2364b7,gpt-4,0,0.0,TEXT,0,1,rescued,gpt-4/2e2364b7_v0_t0_0.json
07080553,gpt-4,2,0.5,TEXT,1,1,strict,gpt-4/07080553_v2_t0_5.json
3db6d320,gpt-4,1,0.5,TEXT,1,1,strict,gpt-4/3db6d320_v1_t0_5.json
3dfcc5c3,gpt-4,2,0.0,TEXT,0,1,rescued,gpt-4/3dfcc5c3_v2_t0_0.json
93eea469,gpt-4,0,0.5,TEXT,1,1,strict,gpt-4/93eea469_v0_t0_5.json
9cebf902,gpt-4,0,0.0,TEXT,1,1,strict,gpt-4/9cebf902_v0_t0_0.json
dc35566b,gpt-4,2,0.0,TEXT,1,1,strict,gpt-4/dc35566b_v2_t0_0.json
db852c6e,gpt-4,2,0.5,TEXT,0,1,rescued,gpt-4/db852c6e_v2_t0_5.json
3dfcc5c3,gpt-4,1,0.5,TEXT,1,1,strict,gpt-4/3dfcc5c3_v1_t0_5.json
d0cae549,gpt-4,0,0.0,TEXT,1,1,strict,gpt-4/d0cae549_v0_t0_0.json
7dda7be5,gpt-4,0,0.0,TEXT,1,1,strict,gpt-4/7dda7be5_v0_t0_0.json
3db6d320,gpt-4,2,0.0,TEXT,0,1,rescued,gpt-4/3db6d320_v2_t0_0.json
07080553,gpt-4,1,0.0,TEXT,1,1,strict,gpt-4/07080553_v1_t0_0.json
8b2ab848,gpt-4,1,0.0,TEXT,1,1,strict,gpt-4/8b2ab848_v1_t0_0.json
3a55f5ca,gpt-4,1,0.0,TEXT,1,1,strict,gpt-4/3a55f5ca_v1_t0_0.json
