model,price_per_k,ctx_tokens,price_date
gpt-3.5-turbo,0.0005,16000
gpt-4,0.03,8000
gpt-4-turbo,0.01,128000
gpt-4o,0.0025,128000
gpt-4.1,0.002,1047576
claude-3-opus-20240229,0.015,200000
claude-3.5-sonnet-20240620,0.0055,200000
gemini-2.0-flash,0.0035,200000
gemini-2.5-flash-preview-05-20,0.0025,256000
llama3-8b-8192,0,8000
o3-2025-04-16,0.002,200000
